"","x"
"17.4",369099323.438656
"17.45",373121717.966787
"17.5",372648185.923306
"17.55",375071762.236042
"17.6",370379347.136587
"17.65",377034348.278427
"17.7",365430096.019809
"17.75",363853295.572419
"17.8",364190326.102572
"17.85",374043859.0324
"17.9",369575063.159841
"17.95",372816248.421597
"18",369433112.191319
"18.05",362833966.880697
"18.1",363909610.780255
"18.15",368030300.158995
"18.2",369624633.090932
"18.25",363535555.358361
"18.3",357420628.221486
"18.35",353832297.92268
"18.4",356917857.604196
"18.45",365480865.418383
"18.5",356354790.134923
"18.55",352243562.495335
"18.6",351934380.752819
"18.65",348788111.026467
"18.7",350337090.480328
"18.75",353762186.552383
"18.8",351588923.998213
"18.85",348522391.184699
"18.9",345407152.773372
"18.95",342361641.539642
"19",341364805.039925
"19.05",343495192.141978
"19.1",365127977.735882
"19.15",357235389.280528
"19.2",362081163.764829
"19.25",359774617.904962
"19.3",367644986.18872
"19.35",371154378.477817
"19.4",371783875.061198
"19.45",373508047.915895
"19.5",387476251.215312
"19.55",487294517.509654
"19.6",577426536.339484
"19.65",827790639.067852
"19.7",1079844170.64113
"19.75",1299378799.45224
"19.8",1477937452.15035
"19.85",1455047483.61089
"19.9",1586643998.3042
"19.95",1369166378.48028
"20",1235147851.53255
"20.05",1116074955.56482
"20.1",1032019815.44149
"20.15",938541156.583575
"20.2",859936355.509181
"20.25",808095178.798748
"20.3",757859199.361303
"20.35",716912519.534236
"20.4",689510451.250844
"20.45",667533990.588088
"20.5",634417796.590196
"20.55",609800175.47556
"20.6",583218401.384521
"20.65",581373313.51411
"20.7",561477901.423483
"20.75",554277556.886405
"20.8",540675498.059462
"20.85",517960551.925435
"20.9",500704872.04836
"20.95",489881013.232082
"21",482957390.028111
"21.05",469961087.703732
"21.1",466741347.447032
"21.15",457439572.481902
"21.2",450257035.014728
"21.25",443272025.365313
"21.3",436128168.668808
"21.35",427942694.997801
"21.4",428015755.941159
"21.45",422744792.279553
"21.5",436335062.261848
"21.55",437455149.669186
"21.6",432700544.718846
"21.65",435014877.245146
"21.7",427058904.723393
"21.75",445481990.466601
"21.8",448093974.689423
"21.85",465773511.631587
"21.9",462203060.670175
"21.95",482369893.356392
"22",522105422.024024
"22.05",663578703.841874
"22.1",913854336.18642
"22.15",1357326673.82694
"22.2",1967704643.80416
"22.25",2796978497.16225
"22.3",3832952635.22592
"22.35",4909213151.93803
"22.4",5873928901.33333
"22.45",6333845465.37636
"22.5",6479789024.56846
"22.55",6553717864.27469
"22.6",6694491470.00792
"22.65",6851490302.44597
"22.7",7005087887.45602
"22.75",6997637440.4415
"22.8",6745050624.24105
"22.85",6472278094.186
"22.9",6259827617.98487
"22.95",6077031609.05184
"23",5897147003.69658
"23.05",5627509310.11262
"23.1",5297966928.08055
"23.15",4962141835.90318
"23.2",4801224029.37175
"23.25",4483696462.08786
"23.3",4279460588.60055
"23.35",4028179218.32944
"23.4",3818919637.37273
"23.45",3661860470.18246
"23.5",3541973433.80954
"23.55",3404290538.66656
"23.6",3226013572.68238
"23.65",3078153695.70951
"23.7",2990214678.48027
"23.75",2850486559.61485
"23.8",2691072416.12921
"23.85",2575594378.46948
"23.9",2489075451.35417
"23.95",2401661779.57023
"24",2305768037.30075
"24.05",2253786548.98346
"24.1",2177990496.31275
"24.15",2119926949.50702
"24.2",2035148218.49232
"24.25",1998869318.72899
"24.3",1917455741.26216
"24.35",1864519373.05622
"24.4",1790610682.68572
"24.45",1753874836.4657
"24.5",1728287861.06352
"24.55",1669876199.28065
"24.6",1582950219.45824
"24.65",1563713637.14157
"24.7",1516190186.10838
"24.75",1471407697.71424
"24.8",1442902504.51989
"24.85",1416089928.06122
"24.9",1381863528.51881
"24.95",1344958531.06097
"25",1324005324.74705
"25.05",1282688508.43376
"25.1",1261205278.05801
"25.15",1221414533.28853
"25.2",1195058322.38265
"25.25",1171576693.02912
"25.3",1133798765.84573
"25.35",1123207465.66367
"25.4",1130290053.55292
"25.45",1127695085.16064
"25.5",1094446474.37781
"25.55",1090645927.49443
"25.6",1043646432.18284
"25.65",1016386221.84623
"25.7",994563502.010305
"25.75",965430356.56979
"25.8",949185463.925109
"25.85",926423184.674137
"25.9",916617031.594144
"25.95",903513876.110583
"26",876687819.764902
"26.05",875113739.577872
"26.1",856905215.042596
"26.15",852030030.430881
"26.2",827927357.320213
"26.25",816810928.347239
"26.3",814897461.813481
"26.35",788976011.370257
"26.4",780629856.023594
"26.45",771199295.875328
"26.5",756831834.896578
"26.55",744397431.4342
"26.6",731996856.199283
"26.65",720461612.554562
"26.7",710797264.804352
"26.75",690400222.323701
"26.8",690019695.00947
"26.85",679121034.638309
"26.9",667503912.573872
"26.95",658503287.334461
"27",647114282.952521
"27.05",639232693.09992
"27.1",628007106.836568
"27.15",619055492.46079
"27.2",606193723.198617
"27.25",600077468.691863
"27.3",585031203.57977
"27.35",579727772.294966
"27.4",575531444.814594
"27.45",566205863.440637
"27.5",558428341.609905
"27.55",546399447.232612
"27.6",549616725.036705
"27.65",542343157.736097
"27.7",525793535.827487
"27.75",525910569.49814
"27.8",512071579.858936
"27.85",509332000.433698
"27.9",502032897.187094
"27.95",505339624.252899
"28",491093310.940342
"28.05",484188032.770326
"28.1",480120377.49354
"28.15",470839738.078725
"28.2",460132138.803899
"28.25",448773645.006393
"28.3",441438894.266516
"28.35",432495907.273487
"28.4",428165350.276269
"28.45",413961000.724412
"28.5",404135487.659432
"28.55",401518783.418148
"28.6",394336888.452179
"28.65",389688104.619681
"28.7",387310056.054475
"28.75",378935353.775356
"28.8",374370702.786504
"28.85",370099730.029353
"28.9",363022666.605405
"28.95",358893583.072296
"29",352245016.205424
"29.05",353260801.731577
"29.1",347236816.588424
"29.15",341833374.932209
"29.2",342013257.716178
"29.25",339035939.650265
"29.3",338395110.971903
"29.35",337508830.778026
"29.4",332983228.788361
"29.45",328666858.896186
"29.5",325214476.948513
"29.55",322037001.222903
"29.6",315547728.011628
"29.65",312896367.61172
"29.7",309920038.677741
"29.75",300773845.974739
"29.8",293773463.334738
"29.85",289206982.332754
"29.9",284230720.355204
"29.95",281816430.220892
"30",276139841.210936
"30.05",271682581.858001
"30.1",270462526.12917
"30.15",266443016.361313
"30.2",265334142.015011
"30.25",261884114.955302
"30.3",257787816.373519
"30.35",254776688.792549
"30.4",250699399.778522
"30.45",245741516.936835
"30.5",244308904.720639
"30.55",243223349.444486
"30.6",238876555.450261
"30.65",232408356.099401
"30.7",227332000.555065
"30.75",221112549.868137
"30.8",210026951.538297
"30.85",195997581.519464
"30.9",157243623.18898
"30.95",127291719.331716
"31",107032827.780902
"31.05",89011092.3265825
"31.1",82722423.1756386
"31.15",72939150.5015896
"31.2",69838854.1859672
"31.25",69533911.1743526
"31.3",69802670.5154654
"31.35",73903665.1596129
"31.4",65956499.8512286
"31.45",61412847.1245468
"31.5",58938488.4994602
"31.55",67223938.823969
"31.6",77928553.9623781
"31.65",80969657.4437487
"31.7",99891349.4826241
"31.75",105255077.782418
"31.8",144923255.197852
"31.85",134142403.433518
"31.9",144927029.766776
"31.95",167770311.075296
"32",148438980.849092
"32.05",133805263.966951
"32.1",115970374.166895
"32.15",103616635.968627
"32.2",101038586.788041
"32.25",89902320.0504931
"32.3",86165015.4178846
"32.35",79582712.367762
"32.4",76217530.7911215
"32.45",76130806.9425619
"32.5",71598864.0068431
"32.55",71046454.9410849
"32.6",69630150.4774042
"32.65",69421296.6618697
"32.7",66965526.7348675
"32.75",64387332.125165
"32.8",63931725.8696584
"32.85",62158114.1066242
"32.9",61046942.899891
"32.95",58606753.8537219
"33",58605407.4362694
"33.05",55937437.1823506
"33.1",54709701.89701
"33.15",56787699.497234
"33.2",58789841.9892677
"33.25",58247073.511609
"33.3",57068640.8578125
"33.35",56526391.5398975
"33.4",54766601.1690808
"33.45",54458826.0896061
"33.5",55949501.5666794
"33.55",56565769.3904032
"33.6",56912608.3332213
"33.65",58675614.473138
"33.7",58803578.2427841
"33.75",60568382.4769294
"33.8",60556358.8542
"33.85",60188749.8139402
"33.9",55210458.3090392
"33.95",53220358.6008019
"34",52353542.7563744
"34.05",49425035.3788617
"34.1",49046513.0701235
"34.15",49159738.1359977
"34.2",47588403.414736
"34.25",47496364.399126
"34.3",46708062.5797475
"34.35",45399519.6450889
"34.4",45661152.9370514
"34.45",44062412.1724568
"34.5",43771904.4603171
"34.55",43121577.8938522
"34.6",42620047.4507806
"34.65",42221003.4150293
"34.7",41616013.3957405
"34.75",40685285.7856009
"34.8",40992501.9754185
"34.85",40374117.0878414
"34.9",40934270.4188138
"34.95",40412751.1907767
"35",40795063.7765202
"35.05",39298147.6713713
"35.1",41281251.6229991
"35.15",41964734.3704461
"35.2",41256310.4395201
"35.25",41407639.0949726
"35.3",41973529.2349834
"35.35",42217866.2754643
"35.4",46460140.636815
"35.45",53228767.0215125
"35.5",53829897.3947943
"35.55",58174792.1643216
"35.6",58566769.3460039
"35.65",68729789.0964393
"35.7",68513571.0941929
"35.75",63274474.4743703
"35.8",61349226.0281992
"35.85",57202405.3668269
"35.9",54882900.4450878
"35.95",52301522.8843483
"36",49026462.3271829
"36.05",48110545.9339527
"36.1",47051897.161969
"36.15",44513142.3351246
"36.2",44779429.7043545
"36.25",45124658.089807
"36.3",43434435.7617792
"36.35",42413057.2633514
"36.4",40196518.5382647
"36.45",39548900.9955593
"36.5",38316919.594907
"36.55",38339084.5143086
"36.6",37219744.1287836
"36.65",37852195.1305181
"36.7",37307355.4055789
"36.75",36689594.2251852
"36.8",37131946.0916427
"36.85",36280226.5880252
"36.9",36041469.9855829
"36.95",35318608.1441578
"37",34694416.5384589
"37.05",34887053.9050083
"37.1",33776113.1853183
"37.15",34607862.1365727
"37.2",34599836.070914
"37.25",34889365.7349226
"37.3",34315075.2426381
"37.35",33413869.5513366
"37.4",33494955.5633394
"37.45",31974158.6565797
"37.5",31472162.0900893
"37.55",31708082.9782958
"37.6",31092567.2673894
"37.65",30859645.9650162
"37.7",30402125.2721556
"37.75",30239544.3494437
"37.8",29791671.0845512
"37.85",29371393.1174468
"37.9",28726211.1348362
"37.95",28614838.4580285
"38",27950201.4103517
"38.05",28240619.9788766
"38.1",28002492.3232575
"38.15",27975917.7481404
"38.2",27492141.6190795
"38.25",27278056.6648153
"38.3",27280903.0461756
"38.35",26413537.4494174
"38.4",27202456.688339
"38.45",26700105.7612392
"38.5",26589577.3860347
"38.55",26624554.9058891
"38.6",25566926.2234038
"38.65",25688962.8670414
"38.7",25151197.2187087
"38.75",25307620.4279518
"38.8",25806580.7893394
"38.85",23705609.4995066
"38.9",24444791.0469327
"38.95",23911232.162469
"39",23573618.3688138
"39.05",23403134.3839593
"39.1",23504983.9504287
"39.15",22150469.1186796
"39.2",22047552.1796184
"39.25",22026603.0174762
"39.3",22423631.1385076
"39.35",23376206.9922903
"39.4",22486359.7238423
"39.45",23615508.8898862
"39.5",26117589.2742385
"39.55",27956732.7688528
"39.6",31110534.8420579
"39.65",36519460.0727663
"39.7",44686137.3849988
"39.75",49359096.7666987
"39.8",51325016.080447
"39.85",54597539.6200498
"39.9",67866499.1464717
"39.95",69892844.0781274
"40",74294616.4728198
"40.05",78956493.3321699
"40.1",78798453.4369683
"40.15",77145148.8247173
"40.2",76667746.640882
"40.25",77075464.4722582
"40.3",74392421.7280811
"40.35",71012875.2989544
"40.4",67461697.4422833
"40.45",63290470.4592511
"40.5",61917447.165718
"40.55",61347747.1377356
"40.6",60679658.923609
"40.65",64327068.7327244
"40.7",60759813.8462695
"40.75",62785008.5897954
"40.8",60136527.3742407
"40.85",58209211.3517958
"40.9",54680056.3334416
"40.95",51879825.835102
"41",48341454.5821222
"41.05",45542080.693966
"41.1",43555886.2453948
"41.15",40666722.4337183
"41.2",38322803.6362856
"41.25",36684205.679307
"41.3",35557273.4395062
"41.35",34728887.6688124
"41.4",33441945.2410523
"41.45",32104286.8136759
"41.5",31896444.0197963
"41.55",30932811.5370156
"41.6",29421704.0546611
"41.65",29342464.2064278
"41.7",28653902.5676005
"41.75",28350780.1754625
"41.8",28529692.4168434
"41.85",27377206.8829299
"41.9",27675205.4366249
"41.95",26915567.5097267
"42",26438015.1210047
"42.05",26260234.6266422
"42.1",25633674.4031048
"42.15",25297590.3343153
"42.2",24395051.0631778
"42.25",23723469.6050479
"42.3",24958126.0552861
"42.35",25115733.7643952
"42.4",24829955.7489709
"42.45",24598695.2387773
"42.5",24152454.9843475
"42.55",24136564.5917996
"42.6",24084896.5947637
"42.65",23985712.646884
"42.7",25596973.5420084
"42.75",26636694.6672382
"42.8",26295602.0973926
"42.85",26062947.6946878
"42.9",28709390.3986823
"42.95",27073930.4436327
"43",44204257.0558743
"43.05",73722398.926632
"43.1",146848023.236454
"43.15",215016568.38813
"43.2",288878326.959372
"43.25",412059720.803535
"43.3",451341501.408176
"43.35",514057139.228671
"43.4",575276364.355861
"43.45",627701968.641517
"43.5",598472802.863167
"43.55",670545035.778339
"43.6",612925020.072178
"43.65",559980552.775305
"43.7",494429525.231376
"43.75",448927400.57811
"43.8",397006560.003675
"43.85",322516620.55453
"43.9",282220885.351683
"43.95",274839673.155079
"44",231946471.746064
"44.05",227113884.828143
"44.1",192919684.064825
"44.15",168359568.221762
"44.2",167917770.157946
"44.25",153867197.708963
"44.3",134935853.192138
"44.35",121313238.950215
"44.4",110811747.898884
"44.45",100381417.699431
"44.5",99312880.5273437
"44.55",94936761.1769538
"44.6",107567450.972611
"44.65",128480133.96258
"44.7",120226104.910055
"44.75",118922567.813065
"44.8",119890972.65197
"44.85",115514038.411314
"44.9",103943219.710006
"44.95",104244891.24134
"45",94128209.524012
"45.05",89488727.7439442
"45.1",99955526.6299087
"45.15",93239493.1697046
"45.2",90883915.5252747
"45.25",92568269.9362408
"45.3",96920682.1328872
"45.35",92157406.9780665
"45.4",88520591.0019987
"45.45",89121403.9718832
"45.5",106968539.406039
"45.55",100587850.290892
"45.6",100850030.155024
"45.65",95727502.7765137
"45.7",96235270.9494488
"45.75",91307071.9114461
"45.8",86953870.6555052
"45.85",84130129.3796575
"45.9",81090313.7719583
"45.95",80374160.5656083
"46",80761576.3915743
"46.05",76509867.9704989
"46.1",81007960.4053811
"46.15",80645519.3760717
"46.2",78063602.0100496
"46.25",76884643.4190094
"46.3",77161800.7577905
"46.35",76005198.0704207
"46.4",75580386.6808401
"46.45",74544687.8252837
"46.5",72442046.2741238
"46.55",71114180.6219101
"46.6",69458902.5338223
"46.65",66034229.1006817
"46.7",67585550.8697065
"46.75",66743289.9638379
"46.8",65918282.6974566
"46.85",63097617.5379339
"46.9",59962559.9504934
"46.95",62123214.3760021
"47",59284133.374597
"47.05",57835362.5831442
"47.1",55841775.1206025
"47.15",54544210.3316056
"47.2",54759115.8115676
"47.25",53143136.9281049
"47.3",52083941.1430225
"47.35",50820215.0449571
"47.4",51499210.8416468
"47.45",49664665.1395541
"47.5",48830009.0117674
"47.55",47722481.3858564
"47.6",46764651.5046156
"47.65",45972413.6896775
"47.7",45628290.9810417
"47.75",43859166.8605287
"47.8",43015661.5372789
"47.85",42545749.680669
"47.9",42198984.8717893
"47.95",41255295.7256582
"48",39928980.790529
"48.05",39233846.8178204
"48.1",39087221.9904451
"48.15",38931205.4557077
"48.2",38515071.9891091
"48.25",38052843.9497874
"48.3",37537817.0885939
"48.35",36670553.7390895
"48.4",35168968.1468755
"48.45",36112059.6903342
"48.5",36602333.0333319
"48.55",35824334.2793631
"48.6",34722844.540894
"48.65",34036413.6398351
"48.7",33893905.4563037
"48.75",33447906.7173264
"48.8",32904157.1613016
"48.85",31748347.0774643
"48.9",30874961.5233954
"48.95",29879051.2820565
"49",30185952.7553641
"49.05",29996077.2026735
"49.1",29381527.5775497
"49.15",28479713.4213448
"49.2",28642522.080242
"49.25",27075471.7769688
"49.3",24968259.0191339
"49.35",24854551.794545
"49.4",23593133.4376753
"49.45",22981050.5864664
"49.5",22416412.0523754
"49.55",20913166.1244884
"49.6",20540055.3886739
"49.65",18367572.1914292
"49.7",17402416.9529524
"49.75",16045968.8069205
"49.8",16226413.123932
"49.85",15324537.2200895
"49.9",15028404.3704276
"49.95",14454860.9575793
"50",14525397.057574
"50.05",13839134.5254281
"50.1",13687036.6023063
"50.15",13894885.3711035
"50.2",14111474.0236973
"50.25",13443403.5641872
"50.3",14192655.9174414
"50.35",14069812.0361141
"50.4",13808765.4157384
"50.45",13762452.3691157
"50.5",13496173.0356883
"50.55",13170541.7796435
"50.6",13015191.371016
"50.65",12866409.2495745
"50.7",13023169.9660263
"50.75",12792445.47809
"50.8",12888883.6979618
"50.85",13033535.8942598
"50.9",13588034.3757013
"50.95",14160971.8852091
"51",14108186.7419832
"51.05",13948732.3527634
"51.1",13631502.1763885
"51.15",13072723.2987675
"51.2",12657569.2164405
"51.25",12201671.4405304
"51.3",11911690.0750156
"51.35",12040312.9201523
"51.4",12027938.0437714
"51.45",12348143.3912943
"51.5",11822859.3546267
"51.55",11802880.2705018
"51.6",11581313.4613214
"51.65",11981967.2390752
"51.7",11901605.8933989
"51.75",12096445.6486883
"51.8",12009452.9564661
"51.85",12149331.614571
"51.9",12139242.4587229
"51.95",12108338.931093
"52",11567438.2176851
"52.05",11728406.1801612
"52.1",11473836.4212498
"52.15",11855952.1941266
"52.2",12044548.9364526
"52.25",12306578.5343129
"52.3",12551298.4355757
"52.35",12171805.8457797
"52.4",12252464.1075214
"52.45",11922648.8448554
"52.5",12337397.3623343
"52.55",13016195.2433487
"52.6",12432185.1033066
"52.65",12183104.8916487
"52.7",12651921.1273474
"52.75",12577116.2782808
"52.8",12489374.2275537
"52.85",12517510.3344331
"52.9",12874760.1712857
"52.95",12422065.8377302
"53",12288939.221506
"53.05",11919131.1770456
"53.1",11733654.4501786
"53.15",11747400.982203
"53.2",11585419.4080078
"53.25",11466582.5022396
"53.3",11177174.9656107
"53.35",10881628.9939455
"53.4",10965814.5404107
"53.45",11051184.396363
"53.5",11072129.6496058
"53.55",10724697.2630311
"53.6",10752981.5156541
"53.65",11088939.3944729
"53.7",10893470.478938
"53.75",10989374.3274108
"53.8",11170801.9586239
"53.85",11410236.99067
"53.9",11320710.1441436
"53.95",11592075.0148369
"54",11591514.4065302
"54.05",11709203.9417973
"54.1",11385931.6901914
"54.15",11252191.3541525
"54.2",11612758.1103108
"54.25",12223658.6077928
"54.3",12708942.2451301
"54.35",12347968.341773
"54.4",12688431.924274
"54.45",13671779.127609
"54.5",14082584.7251432
"54.55",14351657.6397852
"54.6",14447527.0960298
"54.65",14996651.3456884
"54.7",16638262.4301319
"54.75",19763363.332157
"54.8",19273778.9830479
"54.85",19486041.2274999
"54.9",19455173.3664625
"54.95",18763962.9438294
"55",19256427.8720573
"55.05",18948033.3723
"55.1",18882167.3569366
"55.15",17943856.3397702
"55.2",16892135.8568376
"55.25",16736496.0327868
"55.3",16125861.538344
"55.35",15710290.4126359
"55.4",15552175.2917827
"55.45",14894612.0058827
"55.5",15081228.9210556
"55.55",15504420.273482
"55.6",14878122.6171884
"55.65",14673710.3878568
"55.7",14501609.089029
